League,Season,League_Position,Team,Points,W,D,L,GF,GA
Bundesliga,2020-2021,1,Bayern Munich,78,24,6,4,99,44
Bundesliga,2020-2021,2,RB Leipzig,65,19,8,7,60,32
Bundesliga,2020-2021,3,Borussia Dortmund,64,20,4,10,75,46
Bundesliga,2020-2021,4,VfL Wolfsburg,61,17,10,7,61,37
Bundesliga,2020-2021,5,Eintracht Frankfurt,60,16,12,6,69,53
Bundesliga,2020-2021,6,Bayer Leverkusen,52,14,10,10,53,39
Bundesliga,2020-2021,7,1. FC Union Berlin,50,12,14,8,50,43
Bundesliga,2020-2021,8,Borussia Mönchengladbach,49,13,10,11,64,56
Bundesliga,2020-2021,9,VfB Stuttgart,45,12,9,13,56,55
Bundesliga,2020-2021,10,SC Freiburg,45,12,9,13,52,52
Bundesliga,2020-2021,11,TSG Hoffenheim,43,11,10,13,52,54
Bundesliga,2020-2021,12,Mainz,39,10,9,15,39,56
Bundesliga,2020-2021,13,FC Augsburg,36,10,6,18,36,54
Bundesliga,2020-2021,14,Hertha Berlin,35,8,11,15,41,52
Bundesliga,2020-2021,15,Arminia Bielefeld,35,9,8,17,26,52
Bundesliga,2020-2021,16,FC Cologne,33,8,9,17,34,60
Bundesliga,2020-2021,17,Werder Bremen,31,7,10,17,36,57
Bundesliga,2020-2021,18,Schalke 04,16,3,7,24,25,86
