League,Season,League_Position,Team,Points,W,D,L,GF,GA
Ligue 1,2019-2020,16,Dijon FCO,30,7,9,12,27,37
Ligue 1,2019-2020,17,Saint-Étienne,30,8,6,14,29,45
Ligue 1,2019-2020,18,Nimes,27,7,6,15,29,44
Ligue 1,2019-2020,19,SC Amiens,23,4,11,13,31,50
Ligue 1,2019-2020,20,Toulouse,13,3,4,21,22,58
Ligue 1,2020-2021,1,Lille,83,24,11,3,64,23
Ligue 1,2020-2021,2,Paris Saint-Germain,82,26,4,8,86,28
Ligue 1,2020-2021,3,AS Monaco,78,24,6,8,76,42
Ligue 1,2020-2021,4,Lyon,76,22,10,6,81,43
Ligue 1,2020-2021,5,Marseille,60,16,12,10,54,47
Ligue 1,2020-2021,6,Stade Rennais,58,16,10,12,52,40
Ligue 1,2020-2021,7,Lens,57,15,12,11,55,54
Ligue 1,2020-2021,8,Montpellier,54,14,12,12,60,62
Ligue 1,2020-2021,9,Nice,52,15,7,16,50,53
Ligue 1,2020-2021,10,Metz,47,12,11,15,44,48
Ligue 1,2020-2021,11,Saint-Étienne,46,12,10,16,42,54
Ligue 1,2020-2021,12,Bordeaux,45,13,6,19,42,56
Ligue 1,2020-2021,13,Angers,44,12,8,18,40,58
Ligue 1,2020-2021,14,Stade de Reims,42,9,15,14,42,50
Ligue 1,2020-2021,15,Strasbourg,42,11,9,18,49,58
Ligue 1,2020-2021,16,Lorient,42,11,9,18,50,68
Ligue 1,2020-2021,17,Brest,41,11,8,19,50,66
Ligue 1,2020-2021,18,Nantes,40,9,13,16,47,55
Ligue 1,2020-2021,19,Nimes,35,9,8,21,40,71
Ligue 1,2020-2021,20,Dijon FCO,21,4,9,25,25,73
Ligue 1,2021-2022,1,Paris Saint-Germain,86,26,8,4,90,36
Ligue 1,2021-2022,2,Marseille,71,21,8,9,63,38
Ligue 1,2021-2022,3,AS Monaco,69,20,9,9,65,40
Ligue 1,2021-2022,4,Stade Rennais,66,20,6,12,82,40
Ligue 1,2021-2022,5,Nice,66,20,7,11,52,36
Ligue 1,2021-2022,6,Strasbourg,63,17,12,9,60,43
Ligue 1,2021-2022,7,Lens,62,17,11,10,62,48
Ligue 1,2021-2022,8,Lyon,61,17,11,10,66,51
Ligue 1,2021-2022,9,Nantes,55,15,10,13,55,48
Ligue 1,2021-2022,10,Lille,55,14,13,11,48,48
Ligue 1,2021-2022,11,Brest,48,13,9,16,49,57
Ligue 1,2021-2022,12,Stade de Reims,46,11,13,14,43,44
Ligue 1,2021-2022,13,Montpellier,43,12,7,19,49,61
Ligue 1,2021-2022,14,Angers,41,10,11,17,44,55
Ligue 1,2021-2022,15,Troyes,38,9,11,18,37,53
Ligue 1,2021-2022,16,Lorient,36,8,12,18,35,63
Ligue 1,2021-2022,17,Clermont Foot,36,9,9,20,38,69
Ligue 1,2021-2022,18,Saint-Étienne,32,7,11,20,42,77
Ligue 1,2021-2022,19,Metz,31,6,13,19,35,69
Ligue 1,2021-2022,20,Bordeaux,31,6,13,19,52,91
Ligue 1,2022-2023,1,Paris Saint-Germain,85,27,4,7,89,40
Ligue 1,2022-2023,2,Lens,84,25,9,4,68,29
Ligue 1,2022-2023,3,Marseille,73,22,7,9,67,40
Ligue 1,2022-2023,4,Stade Rennais,68,21,5,12,69,39
Ligue 1,2022-2023,5,Lille,67,19,10,9,65,44
Ligue 1,2022-2023,6,AS Monaco,65,19,8,11,70,58
Ligue 1,2022-2023,7,Lyon,62,18,8,12,65,47
Ligue 1,2022-2023,8,Clermont Foot,59,17,8,13,45,49
Ligue 1,2022-2023,9,Nice,58,15,13,10,48,37
Ligue 1,2022-2023,10,Lorient,55,15,10,13,52,53
Ligue 1,2022-2023,11,Stade de Reims,51,12,15,11,45,45
Ligue 1,2022-2023,12,Montpellier,50,15,5,18,65,62
Ligue 1,2022-2023,13,Toulouse,48,13,9,16,51,57
Ligue 1,2022-2023,14,Brest,44,11,11,16,44,54
Ligue 1,2022-2023,15,Strasbourg,40,9,13,16,51,59
Ligue 1,2022-2023,16,Nantes,36,7,15,16,37,55
Ligue 1,2022-2023,17,AJ Auxerre,35,8,11,19,35,63
Ligue 1,2022-2023,18,AC Ajaccio,26,7,5,26,23,74
Ligue 1,2022-2023,19,Troyes,24,4,12,22,45,81
Ligue 1,2022-2023,20,Angers,18,4,6,28,33,81
Ligue 1,2023-2024,1,Paris Saint-Germain,76,22,10,2,81,33
Ligue 1,2023-2024,2,AS Monaco,67,20,7,7,68,42
Ligue 1,2023-2024,3,Brest,61,17,10,7,53,34
Ligue 1,2023-2024,4,Lille,59,16,11,7,52,34
Ligue 1,2023-2024,5,Nice,55,15,10,9,40,29
Ligue 1,2023-2024,6,Lyon,53,16,5,13,49,55
Ligue 1,2023-2024,7,Lens,51,14,9,11,45,37
Ligue 1,2023-2024,8,Marseille,50,13,11,10,52,41
Ligue 1,2023-2024,9,Stade de Reims,47,13,8,13,42,47
Ligue 1,2023-2024,10,Stade Rennais,46,12,10,12,53,46
Ligue 1,2023-2024,11,Toulouse,43,11,10,13,42,46
Ligue 1,2023-2024,12,Montpellier,41,10,12,12,43,48
Ligue 1,2023-2024,13,Strasbourg,39,10,9,15,38,50
Ligue 1,2023-2024,14,Nantes,33,9,6,19,30,55
Ligue 1,2023-2024,15,Le Havre AC,32,7,11,16,34,45
Ligue 1,2023-2024,16,Metz,29,8,5,21,35,58
Ligue 1,2023-2024,17,Lorient,29,7,8,19,43,66
Ligue 1,2023-2024,18,Clermont Foot,25,5,10,19,26,60
Ligue 1,2024-2025,1,Paris Saint-Germain,84,26,6,2,92,35
Ligue 1,2024-2025,2,Marseille,65,20,5,9,74,47
Ligue 1,2024-2025,3,AS Monaco,61,18,7,9,63,41
Ligue 1,2024-2025,4,Nice,60,17,9,8,66,41
Ligue 1,2024-2025,5,Lille,60,17,9,8,52,36
Ligue 1,2024-2025,6,Lyon,57,17,6,11,65,46
Ligue 1,2024-2025,7,Strasbourg,57,16,9,9,56,44
Ligue 1,2024-2025,8,Lens,52,15,7,12,42,39
Ligue 1,2024-2025,9,Brest,50,15,5,14,52,59
Ligue 1,2024-2025,10,Toulouse,42,11,9,14,44,43
Ligue 1,2024-2025,11,AJ Auxerre,42,11,9,14,48,51
Ligue 1,2024-2025,12,Stade Rennais,41,13,2,19,51,50
Ligue 1,2024-2025,13,Nantes,36,8,12,14,39,52
Ligue 1,2024-2025,14,Angers,36,10,6,18,32,53
Ligue 1,2024-2025,15,Le Havre AC,34,10,4,20,40,71
Ligue 1,2024-2025,16,Stade de Reims,33,8,9,17,33,47
Ligue 1,2024-2025,17,Saint-Étienne,30,8,6,20,39,77
Ligue 1,2024-2025,18,Montpellier,16,4,4,26,23,79
